Term,NoEmp,CreateJob,RetainedJob,FranchiseCode,DisbursementGross,RealEstate,Portion,Recession,Default,bad_flag,RevLineCr,var,estimate,__levelN,_b0,linpred,rc,pd_hat
300,5,3,5,0,1530000,1,0.6172796296,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
84,5,0,5,0,22000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,1,0,0,0,45000,0,0.85,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
3,5,2,5,0,250000,0,0.75,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
180,4,0,4,0,102000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
12,2,0,0,0,75000,0,0.9,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
31,1,0,1,0,10000,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
240,18,6,0,0,372000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
120,3,9,12,1,140000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
12,12,0,0,0,300000,0,0.9,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
12,15,0,0,0,1100000,0,0.9,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
24,5,0,5,0,5000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
51,10,6,10,0,140000,0,0.5,1,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,7,1,7,0,25000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,7,1,7,0,50000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
10,10,0,0,0,117678,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,8,2,8,0,99000,0,0.5,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,31,0,0,0,600000,0,0.83,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
48,8,0,8,0,45575,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
120,10,0,10,0,127956,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,22,0,0,1,125000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,15,0,15,0,279932,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
240,6,24,6,0,773000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
240,258,80,0,0,1000000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
84,2,0,0,0,42809,0,0.7500058399,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,17,0,0,0,500000,0,0.75,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,15,2,0,0,907000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
240,15,7,8,0,519000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
240,3,3,0,0,93000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
120,15,0,0,0,150000,0,0.82,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,4,2,0,0,90000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
120,2,4,6,1,190000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,22,0,0,0,250000,0,0.75,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
120,18,0,0,1,137000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
204,77,0,77,0,1200000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
82,8,0,8,0,218202,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
120,22,0,22,0,415000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,10,0,10,0,10000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
240,2,0,0,0,216000,1,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
109,2,1,2,0,31369,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
240,31,14,17,0,304000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
60,5,0,5,0,60000,0,0.5,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
57,4,10,14,0,23426,0,0.5,1,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
180,2,8,2,1,400000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
48,4,0,4,0,19750,0,0.5,1,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
144,3,2,3,0,302000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
48,2,1,2,0,34822,0,0.5,1,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
61,1,2,2,0,3750,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,5,0,0,0,100000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,9,1,8,0,270000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
240,5,4,0,0,108000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
24,47,0,0,0,266000,0,0.75,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
240,15,10,0,0,494000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
160,20,0,20,0,550000,0,0.75,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
300,1,0,0,0,888000,1,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
60,4,0,0,0,75000,0,0.85,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
12,4,0,4,0,50000,0,0.5,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,10,0,0,0,23500,0,0.85,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,10,0,10,0,30000,0,0.5,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,30,0,0,0,200000,0,0.83,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
72,7,1,7,0,10697,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,5,2,7,0,100000,0,0.5,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,4,0,0,0,100000,0,0.85,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
170,15,0,15,0,750000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
12,20,0,0,0,500000,0,0.9,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,2,0,0,0,70000,0,0.85,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
36,1,0,1,1,30000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
59,2,0,0,0,85000,0,0.85,1,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,18,0,0,0,230000,0,0.8,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,9,0,0,1,150000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
72,10,0,10,0,27500,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
12,5,0,0,0,0,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
180,2,0,0,0,81000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,8,0,0,0,65000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
48,11,0,11,0,40123,0,0.5,1,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
97,10,5,10,1,206251,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
120,3,5,3,1,190000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
120,115,0,0,0,726916,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
120,15,0,0,1,110000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,17,5,0,0,460000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
98,4,0,0,0,125000,0,0.85,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,24,8,0,0,379000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
180,1,0,0,0,96000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,5,3,2,0,123000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
120,5,0,0,0,420000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
48,1,0,1,0,72000,0,0.5,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
300,5,0,0,0,282000,1,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
240,40,13,27,0,1121000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
19,20,0,20,0,100000,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
90,32,0,0,0,500000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,1,0,1,0,36603,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,1,0,0,1,67000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,7,7,7,0,100000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,10,0,0,1,69000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,1,4,4,0,25000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
36,16,7,16,0,50000,0,0.5,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,6,1,6,0,33700,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,35,5,35,0,100000,0,0.5,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
123,2,6,2,1,480000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
118,3,0,0,0,150000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,5,0,0,0,150000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
36,7,0,7,0,50000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
123,10,5,5,1,296000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
17,12,3,12,0,95000,0,0.5,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
204,4,0,0,0,32282,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
300,4,0,0,0,400000,1,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
60,4,0,4,0,80000,0,0.5,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,15,0,0,0,116000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
16,4,0,0,0,37000,0,0.9,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
72,40,0,0,0,120000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
96,5,0,0,0,290000,0,0.75,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,20,0,0,0,25000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,1,0,0,0,329699,0,0.7499992417,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,63,0,63,0,500000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,1,0,1,0,10000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,1,3,1,0,226694,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
240,40,0,40,0,681000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
84,2,0,2,0,105000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
57,4,2,4,0,25000,0,0.5,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,2,0,2,0,88500,0,0.5,1,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,4,2,4,0,149999,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,12,0,0,1,340000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,1,0,1,0,60000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,10,10,10,0,25004,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,2,1,2,0,56000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,11,0,0,0,50000,0,0.9,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
90,4,4,4,0,64000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,12,0,0,0,120000,0,0.9,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
120,4,0,4,1,160000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
27,2,2,2,0,172000,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,1,0,1,0,75000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
66,22,0,0,0,275000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,15,0,0,0,45000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,2,1,2,0,28484,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,5,0,0,1,150000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,4,0,0,1,150000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,1,1,1,0,97448,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,12,0,0,0,40000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
49,25,6,25,0,50000,0,0.5,1,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,5,0,5,0,10000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,15,3,15,0,100000,0,0.5,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
22,1,2,1,0,50000,0,0.5,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
300,13,0,13,0,845500,1,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
240,40,10,0,0,1203000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
84,9,1,9,0,100000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,1,0,1,0,50000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,30,0,0,0,675000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
54,15,0,15,1,25507,0,0.5,1,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,8,0,0,0,100000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
93,30,0,0,0,650000,0,0.8,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,2,1,3,0,34514,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
36,6,0,6,1,45000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
240,12,0,12,0,306500,1,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
60,30,0,0,0,250000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,20,20,20,0,100000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
120,10,0,0,0,150000,0,0.8,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
107,2,8,2,1,210595,0,0.75,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,65,6,0,0,353000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
120,10,0,0,1,150000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
144,4,0,0,0,43000,0,0.9,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,1,1,0,0,143000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
60,4,0,0,0,50000,0,0.9,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,5,0,0,0,80000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
36,2,0,2,0,32000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
36,6,0,6,0,30000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
90,3,0,3,0,110000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,1,5,5,0,1300000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
60,19,0,0,0,50000,0,0.9,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
48,4,0,0,0,30000,0,0.85,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,1,0,1,0,25000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
61,1,0,0,0,20000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
180,20,0,0,0,207500,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
12,14,0,0,0,100000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,1,1,1,0,28851,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
18,8,0,0,0,50000,0,0.9,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,10,3,13,0,100000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,7,0,0,0,175000,0,0.81,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
36,10,2,12,0,25000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
72,14,13,1,0,134000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,1,0,1,0,180916,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,23,0,0,0,80000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
39,12,6,12,0,50000,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
120,65,0,65,0,740000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
24,2,0,2,0,37453,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,3,2,5,0,165000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
64,40,3,40,0,90000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
36,7,0,7,0,51000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,2,0,0,0,175000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
70,10,0,0,0,205000,0,0.75,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
49,3,0,0,0,20000,0,0.9,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,1,5,1,1,100000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,14,0,0,1,250000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,3,0,3,0,211435,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
289,6,0,0,0,205000,1,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
123,1,5,1,0,212922,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
141,12,12,12,1,470000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
120,25,0,0,0,452916,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,6,12,0,0,559000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
84,1,3,1,0,350000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,4,0,0,0,25000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,25,0,0,0,135500,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,4,3,4,0,77000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
120,50,50,50,1,600000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,12,0,0,1,100828,0,0.8500019836,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
42,3,1,4,0,28000,0,0.5,1,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
27,4,2,4,0,35000,0,0.5,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,3,0,0,0,50000,0,0.9,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,1,2,3,0,50000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,2,2,2,0,50000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,1,1,1,0,75087,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
36,3,0,3,0,8780,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
149,70,0,0,0,150000,0,0.9,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
36,2,0,2,0,27000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
211,21,0,0,0,67500,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,1,0,1,0,75000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
168,32,0,0,0,284883,0,0.7100002457,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,6,0,0,0,40000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
42,1,3,1,0,70000,0,0.5,1,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
